sysyear,cowcode,country,year,length,scope,regionnum,simjacc,year2,cowcode2,country2,regionnum2,sysyear2,length2,scope2,samereg,la,meno,easteur,sahara,scopediff,lengthdiff,yeardiff
1992,452,Ghana,2014,53985,50,7,73.21429,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,3,2.8164,0.12
1984,404,Guinea-Bissau,2014,7820,40,7,64.15094,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,7,1.8001,0.04
1992,704,Uzbekistan,2014,7941,41,1,72.54902,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,6,1.788,0.12
1980,935,Vanuatu,2014,8425,36,5,62.7451,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,11,1.7396,0
1982,91,Honduras,2014,23434,48,3,72.72727,2014,155,Chile,3,1980,25821,47,1,1,0,0,0,1,0.2387,0.02
1978,230,Spain,2014,17608,44,8,65.45454,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,3,0.8213,0.02
1994,553,Malawi,2014,33422,47,7,67.85714,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,0,0.7601,0.14
2002,770,Pakistan,2014,56240,45,6,61.40351,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,2,3.0419,0.22
1987,93,Nicaragua,2014,20535,45,3,73.58491,2014,155,Chile,3,1980,25821,47,1,1,0,0,0,2,0.5286,0.07
1995,705,Kazakhstan,2014,13482,39,1,68.62746,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,8,1.2339,0.15
1995,373,Azerbaijan,2014,17354,44,1,75,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,3,0.8467,0.15
1995,500,Uganda,2014,49448,48,7,66.66667,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,1,2.3627,0.15
2000,437,Cote D'Ivoire,2014,7897,34,7,55.76923,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,13,1.7924,0.2
1986,771,Bangladesh,2014,27643,44,6,62.5,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,3,0.1822,0.06
2013,552,Zimbabwe (Rhodesia),2014,55883,57,7,76.27119,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,10,3.0062,0.33
1996,615,Algeria,2014,10038,43,4,66.66667,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,4,1.5783,0.16
1964,338,Malta,2014,31820,33,8,56.86275,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,14,0.5999,0.16
2011,626,South Sudan,2014,27191,51,,75,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,4,0.137,0.31
1991,678,Yemen (Arab Republic Of Yemen),2014,9790,38,4,60.37736,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,9,1.6031,0.11
2010,42,Dominican Republic,2014,29710,49,3,77.77778,2014,155,Chile,3,1980,25821,47,1,1,0,0,0,2,0.3889,0.3
1994,370,Belarus (Byelorussia),2014,13278,43,1,76.47059,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,4,1.2543,0.14
1959,850,Indonesia,2014,5915,39,2,59.25926,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,8,1.9906,0.21
1949,94,Costa Rica,2014,16705,44,3,71.69811,2014,155,Chile,3,1980,25821,47,1,1,0,0,0,3,0.9116,0.31
2005,625,Sudan,2014,26644,49,7,71.42857,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,2,0.0823,0.25
2003,694,Qatar,2014,6848,35,4,57.69231,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,12,1.8973,0.23
1959,835,Brunei,2014,13869,23,2,32.07547,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,24,1.1952,0.21
1980,110,Guyana,2014,46221,41,3,60,2014,155,Chile,3,1980,25821,47,1,1,0,0,0,6,2.04,0
1971,696,United Arab Emirates,2014,11557,33,4,60,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,14,1.4264,0.09
1789,2,United States Of America,2014,7762,34,8,50,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,13,1.8059,1.91
1215,200,United Kingdom,2014,54408,30,8,42.59259,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,17,2.8587,7.65
1992,816,"Vietnam, Democratic Republic Of",2014,11344,36,2,66,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,11,1.4477,0.12
1993,232,Andorra,2014,8740,35,8,54.71698,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,12,1.7081,0.13
1994,359,Moldova,2014,12818,43,1,73.07692,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,4,1.3003,0.14
1948,732,"Korea, Republic Of",2014,9059,46,2,69.09091,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,1,1.6762,0.32
1976,40,Cuba,2014,12893,38,3,66.66667,2014,155,Chile,3,1980,25821,47,1,1,0,0,0,9,1.2928,0.04
1978,54,Dominica,2014,36080,37,3,52.72727,2014,155,Chile,3,1980,25821,47,1,1,0,0,0,10,1.0259,0.02
1966,571,Botswana,2014,30713,30,7,45.28302,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,17,0.4892,0.14
1991,343,Macedonia (Former Yugoslav Republic Of),2014,13486,42,1,64.81481,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,5,1.2335,0.11
1981,58,Antigua And Barbuda,2014,38464,38,3,63.46154,2014,155,Chile,3,1980,25821,47,1,1,0,0,0,9,1.2643,0.01
1992,670,Saudi Arabia,2014,6335,34,4,62,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,13,1.9486,0.12
2005,516,Burundi,2014,17574,46,7,66.07143,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,1,0.8247,0.25
1960,352,Cyprus,2014,37006,37,8,68,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,10,1.1185,0.2
2011,310,Hungary,2014,15247,48,1,72.72727,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,1,1.0574,0.31
1992,522,Djibouti,2014,6666,29,7,52,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,18,1.9155,0.12
1815,210,Netherlands,2014,8739,30,8,50.9804,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,17,1.7082,1.65
1992,368,Lithuania,2014,12214,46,1,69.09091,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,1,1.3607,0.12
1979,970,Kiribati,2014,26080,38,5,60.37736,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,9,0.0259,0.01
1991,355,Bulgaria,2014,13641,49,1,71.42857,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,2,1.218,0.11
2011,600,Morocco,2014,15897,45,4,67.27273,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,2,0.9924,0.31
1975,910,Papua New Guinea,2014,58490,32,5,58,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,15,3.2669,0.05
1972,471,Cameroon,2014,8444,32,7,51.92308,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,15,1.7377,0.08
2013,950,Fiji,2014,40773,44,5,59.64912,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,3,1.4952,0.33
1952,663,Jordan,2014,2270,38,4,57.40741,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,9,2.3551,0.28
1958,666,Israel,2014,17053,27,4,45.09804,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,20,0.8768,0.22
1988,140,Brazil,2014,64488,49,3,74.54546,2014,155,Chile,3,1980,25821,47,1,1,0,0,0,2,3.8667,0.08
1975,350,Greece,2014,26989,51,8,63.33333,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,4,0.1168,0.05
2002,860,East Timor,2014,15307,45,2,61.40351,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,2,1.0514,0.22
1976,235,Portugal,2014,35219,53,8,69.49152,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,6,0.9398,0.04
1993,570,Lesotho,2014,45532,39,7,56.36364,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,8,1.9711,0.13
1991,551,Zambia,2014,30696,44,7,65.45454,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,3,0.4875,0.11
1901,900,Australia,2014,17318,30,5,42.59259,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,17,0.8503,0.79
1991,100,Colombia,2014,46902,53,3,75.4386,2014,155,Chile,3,1980,25821,47,1,1,0,0,0,6,2.1081,0.11
2008,781,Maldives,2014,23991,43,6,69.81132,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,4,0.183,0.28
1972,731,"Korea, People'S Republic Of",2014,7364,35,2,54.71698,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,12,1.8457,0.08
1976,52,Trinidad And Tobago,2014,32567,36,3,59.61539,2014,155,Chile,3,1980,25821,47,1,1,0,0,0,11,0.6746,0.04
1987,115,Surinam,2014,12488,40,3,70.58823,2014,155,Chile,3,1980,25821,47,1,1,0,0,0,7,1.3333,0.07
1993,365,Russia (Soviet Union),2014,12908,45,1,64.28571,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,2,1.2913,0.13
1975,403,Sao Tome And Principe,2014,7988,36,7,66,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,11,1.7833,0.05
1957,820,Malaysia,2014,64080,41,2,66.03773,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,6,3.8259,0.23
1987,41,Haiti,2014,18488,48,3,69.64286,2014,155,Chile,3,1980,25821,47,1,1,0,0,0,1,0.7333,0.07
2007,800,Thailand,2014,7683,41,2,57.14286,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,6,1.8138,0.27
1995,371,Armenia,2014,13786,46,1,72.22222,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,1,1.2035,0.15
1996,698,Oman,2014,7233,39,4,56.36364,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,8,1.8588,0.16
1991,367,Latvia,2014,4917,36,1,62.7451,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,11,2.0904,0.11
1991,812,Laos,2014,4820,32,2,51.92308,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,15,2.1001,0.11
1974,380,Sweden,2014,13635,43,8,73.07692,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,4,1.2186,0.06
2005,572,Swaziland,2014,48604,45,7,67.27273,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,2,2.2783,0.25
1996,483,Chad,2014,11768,40,7,64.15094,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,7,1.4053,0.16
2010,580,Madagascar (Malagasy),2014,15759,42,7,61.81818,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,5,1.0062,0.3
2010,540,Angola,2014,27181,56,7,74.57627,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,9,0.136,0.3
1962,221,Monaco,2014,3814,26,8,43.13726,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,21,2.2007,0.18
1996,451,Sierra Leone,2014,44636,38,7,66.66667,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,9,1.8815,0.16
1991,411,Equatorial Guinea,2014,5575,40,7,64.15094,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,7,2.0246,0.11
1946,740,Japan,2014,4998,24,2,42,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,23,2.0823,0.34
1944,395,Iceland,2014,8345,39,8,62.26415,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,8,1.7476,0.36
1987,840,Philippines,2014,21954,50,2,67.24138,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,3,0.3867,0.07
1981,80,Belize,2014,39629,33,3,53.84616,2014,155,Chile,3,1980,25821,47,1,1,0,0,0,14,1.3808,0.01
1997,531,Eritrea,2014,6753,37,7,64.70589,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,10,1.9068,0.17
1992,432,Mali,2014,7503,37,7,64.70589,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,10,1.8318,0.12
1999,375,Finland,2014,12640,43,8,73.07692,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,4,1.3181,0.19
1992,461,Togo,2014,10252,40,7,58.18182,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,7,1.5569,0.12
1852,920,New Zealand,2014,48438,17,5,30.61225,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,30,2.2617,1.28
1996,369,Ukraine,2014,19299,46,1,66.07143,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,1,0.6522,0.16
1992,712,Mongolia,2014,8250,39,2,65.38461,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,8,1.7571,0.12
1986,973,Tuvalu,2014,34801,28,5,50,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,19,0.898,0.06
1983,160,Argentina,2014,12514,45,3,67.27273,2014,155,Chile,3,1980,25821,47,1,1,0,0,0,2,1.3307,0.03
1994,530,Ethiopia,2014,13630,44,7,62.5,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,3,1.2191,0.14
1831,211,Belgium,2014,16119,41,8,60,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,6,0.9702,1.49
1921,223,Liechtenstein,2014,9513,32,8,46.2963,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,15,1.6308,0.59
1868,212,Luxembourg,2014,5601,37,8,64.70589,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,10,2.022,1.12
1963,830,Singapore,2014,40076,35,2,60.78432,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,12,1.4255,0.17
2008,775,Myanmar (Burma),2014,40492,42,2,71.15385,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,5,1.4671,0.28
1992,366,Estonia,2014,11344,41,1,62.96296,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,6,1.4477,0.12
2005,490,"Congo, Democratic Republic Of (Zaire)",2014,19285,49,7,74.54546,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,2,0.6536,0.25
1926,660,Lebanon,2014,6296,33,4,50.9434,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,14,1.9525,0.54
1992,690,Kuwait,2014,8197,36,4,56.60377,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,11,1.7624,0.12
1991,360,Romania,2014,14663,40,1,67.30769,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,7,1.1158,0.11
1949,260,German Federal Republic,2014,27379,50,8,61.66667,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,3,0.1558,0.31
1945,305,Austria,2014,41366,40,8,64.15094,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,7,1.5545,0.35
1953,390,Denmark,2014,6221,37,8,58.49057,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,10,1.96,0.27
2007,341,Montenegro,2014,11572,45,1,70.37037,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,2,1.4249,0.27
1979,983,Marshall Islands,2014,21429,31,5,50,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,16,0.4392,0.01
2012,652,Syria,2014,8154,44,4,65.45454,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,3,1.7667,0.32
1986,450,Liberia,2014,11667,42,7,64.81481,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,5,1.4154,0.06
2009,145,Bolivia,2014,39375,52,3,67.79662,2014,155,Chile,3,1980,25821,47,1,1,0,0,0,5,1.3554,0.29
2006,345,Yugoslavia (Serbia),2014,19891,45,1,67.27273,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,2,0.593,0.26
1983,60,St. Kitts And Nevis,2014,49643,39,3,62.26415,2014,155,Chile,3,1980,25821,47,1,1,0,0,0,8,2.3822,0.03
1979,57,St. Vincent And The Grenadines,2014,34817,34,3,55.76923,2014,155,Chile,3,1980,25821,47,1,1,0,0,0,13,0.8996,0.01
1966,53,Barbados,2014,34144,28,3,47.05882,2014,155,Chile,3,1980,25821,47,1,1,0,0,0,19,0.8323,0.14
1978,56,St. Lucia,2014,38271,44,3,62.5,2014,155,Chile,3,1980,25821,47,1,1,0,0,0,3,1.245,0.02
1991,435,Mauritania,2014,6997,34,7,55.76923,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,13,1.8824,0.11
1937,205,Ireland,2014,16007,39,8,59.25926,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,8,0.9814,0.43
1993,811,Cambodia (Kampuchea),2014,8936,43,2,73.07692,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,4,1.6885,0.13
1996,560,South Africa,2014,43062,45,7,67.27273,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,2,1.7241,0.16
1917,70,Mexico,2014,57087,53,3,69.49152,2014,155,Chile,3,1980,25821,47,1,1,0,0,0,6,3.1266,0.63
1982,640,Turkey/Ottoman Empire,2014,29727,48,4,75.92593,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,1,0.3906,0.02
2001,433,Senegal,2014,10866,37,7,61.53846,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,10,1.4955,0.21
1962,990,Samoa,2014,19611,24,5,39.21569,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,23,0.621,0.18
1985,90,Guatemala,2014,28692,41,3,69.23077,2014,155,Chile,3,1980,25821,47,1,1,0,0,0,6,0.2871,0.05
1990,565,Namibia,2014,24198,41,7,66.03773,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,6,0.1623,0.1
1979,630,Iran (Persia),2014,16179,46,4,66.07143,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,1,0.9642,0.01
2012,520,Somalia,2014,,45,7,64.28571,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,2,,0.32
1980,402,Cape Verde,2014,32132,53,7,72.41379,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,6,0.6311,0
1958,220,France,2014,10180,35,8,57.69231,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,12,1.5641,0.22
1985,165,Uruguay,2014,29911,46,3,75.4717,2014,155,Chile,3,1980,25821,47,1,1,0,0,0,1,0.409,0.05
2014,616,Tunisia,2014,9508,49,4,68.42105,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,2,1.6313,0.34
1991,481,Gabon,2014,11804,46,7,72.22222,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,1,1.4017,0.11
1994,702,Tajikistan,2014,7917,44,1,71.69811,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,3,1.7904,0.14
1998,339,Albania,2014,13826,43,1,69.81132,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,4,1.1995,0.18
1995,372,Georgia,2014,11490,46,1,69.09091,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,1,1.4331,0.15
2004,541,Mozambique,2014,24171,51,7,68.96552,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,4,0.165,0.24
1982,710,China,2014,10960,36,2,56.60377,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,11,1.4861,0.02
2010,438,Guinea,2014,12707,45,7,64.28571,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,2,1.3114,0.3
1991,439,Burkina Faso (Upper Volta),2014,10030,41,7,60,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,6,1.5791,0.11
1990,434,Benin,2014,11386,39,7,62.26415,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,8,1.4435,0.1
1997,290,Poland,2014,19602,45,1,67.27273,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,2,0.6219,0.17
1995,346,Bosnia-Herzegovina,2014,5454,29,1,46.15385,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,18,2.0367,0.15
2002,692,Bahrain,2014,10806,40,4,61.11111,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,7,1.5015,0.22
2008,347,Kosovo,2014,19782,46,,72.22222,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,1,0.6039,0.28
2010,501,Kenya,2014,48818,57,7,67.74194,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,10,2.2997,0.3
1947,325,Italy/Sardinia,2014,11708,47,8,59.32204,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,0,1.4113,0.33
2008,760,Bhutan,2014,13632,45,6,64.28571,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,2,1.2189,0.28
1981,986,Palau,2014,7982,34,5,55.76923,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,13,1.7839,0.01
1992,317,Slovakia,2014,18402,47,1,74.07407,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,0,0.7419,0.12
1977,510,Tanzania/Tanganyika,2014,35651,40,7,64.15094,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,7,0.983,0.03
1949,750,India,2014,146385,42,6,67.92453,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,5,12.0564,0.31
2008,701,Turkmenistan,2014,5735,35,1,64,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,12,2.0086,0.28
1996,420,Gambia,2014,43465,51,7,66.10169,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,4,1.7644,0.16
2001,581,Comoros,2014,6185,31,7,52.94118,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,16,1.9636,0.21
2004,700,Afghanistan,2014,10227,46,1,72.22222,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,1,1.5594,0.24
1992,150,Paraguay,2014,25461,43,3,69.81132,2014,155,Chile,3,1980,25821,47,1,1,0,0,0,4,0.036,0.12
1999,475,Nigeria,2014,66263,44,7,56.89655,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,3,4.0442,0.19
1978,780,Sri Lanka (Ceylon),2014,40085,47,6,64.91228,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,0,1.4264,0.02
1991,55,Grenada,2014,33737,34,3,55.76923,2014,155,Chile,3,1980,25821,47,1,1,0,0,0,13,0.7916,0.11
1999,101,Venezuela,2014,37344,46,3,72.22222,2014,155,Chile,3,1980,25821,47,1,1,0,0,0,1,1.1523,0.19
1993,316,Czech Republic,2014,14580,42,1,64.81481,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,5,1.1241,0.13
1983,92,El Salvador,2014,22823,45,3,73.58491,2014,155,Chile,3,1980,25821,47,1,1,0,0,0,2,0.2998,0.03
1867,20,Canada,2014,19565,28,8,44.23077,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,19,0.6256,1.13
1968,590,Mauritius,2014,37320,33,7,50.9434,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,14,1.1499,0.12
2013,482,Central African Republic,2014,9767,40,7,64.15094,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,7,1.6054,0.33
1875,972,Tonga,2014,10192,29,5,49.01961,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,18,1.5629,1.05
2014,651,Egypt,2014,22626,54,4,65.57377,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,7,0.3195,0.34
2001,484,Congo,2014,9970,42,7,64.81481,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,5,1.5851,0.21
2006,790,Nepal,2014,32753,49,6,68.42105,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,2,0.6932,0.26
1972,95,Panama,2014,26097,41,3,66.03773,2014,155,Chile,3,1980,25821,47,1,1,0,0,0,6,0.0276,0.08
1981,987,"Micronesia, Fed. Sts.",2014,5271,31,5,59.18367,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,16,2.055,0.01
1973,31,Bahamas,2014,41835,33,3,56.86275,2014,155,Chile,3,1980,25821,47,1,1,0,0,0,14,1.6014,0.07
1991,344,Croatia,2014,10898,41,1,69.23077,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,6,1.4923,0.11
2010,703,Kyrgyz Republic,2014,14327,50,1,70.17544,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,3,1.1494,0.3
2003,517,Rwanda,2014,16940,44,7,71.69811,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,3,0.8881,0.23
1978,940,Solomon Islands,2014,31836,29,5,46.15385,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,18,0.6015,0.02
2010,436,Niger,2014,,46,7,66.07143,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,1,,0.3
2008,130,Ecuador,2014,54555,55,3,70,2014,155,Chile,3,1980,25821,47,1,1,0,0,0,8,2.8734,0.28
1993,591,Seychelles,2014,39729,44,7,68.51852,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,3,1.3908,0.13
2011,620,Libya,2014,24924,49,4,71.42857,2014,155,Chile,3,1980,25821,47,0,0,0,0,0,2,0.0897,0.31
1992,461,Togo,2014,10252,40,7,54.54546,2014,160,Argentina,3,1983,12514,45,0,0,0,0,0,5,0.2262,0.09
1995,371,Armenia,2014,13786,46,1,78.43137,2014,160,Argentina,3,1983,12514,45,0,0,0,0,0,1,0.1272,0.12
1978,780,Sri Lanka (Ceylon),2014,40085,47,6,73.58491,2014,160,Argentina,3,1983,12514,45,0,0,0,0,0,2,2.7571,0.05
2014,651,Egypt,2014,22626,54,4,67.79662,2014,160,Argentina,3,1983,12514,45,0,0,0,0,0,9,1.0112,0.31
2008,760,Bhutan,2014,13632,45,6,66.66667,2014,160,Argentina,3,1983,12514,45,0,0,0,0,0,0,0.1118,0.25
1992,150,Paraguay,2014,25461,43,3,76,2014,160,Argentina,3,1983,12514,45,1,1,0,0,0,2,1.2947,0.09
1867,20,Canada,2014,19565,28,8,52.08333,2014,160,Argentina,3,1983,12514,45,0,0,0,0,0,17,0.7051,1.16
1959,835,Brunei,2014,13869,23,2,36,2014,160,Argentina,3,1983,12514,45,0,0,0,0,0,22,0.1355,0.24
1948,732,"Korea, Republic Of",2014,9059,46,2,68.51852,2014,160,Argentina,3,1983,12514,45,0,0,0,0,0,1,0.3455,0.35
1978,940,Solomon Islands,2014,31836,29,5,54.16667,2014,160,Argentina,3,1983,12514,45,0,0,0,0,0,16,1.9322,0.05
2011,600,Morocco,2014,15897,45,4,63.63636,2014,160,Argentina,3,1983,12514,45,0,0,0,0,0,0,0.3383,0.28
1968,971,Nauru,2014,13714,23,5,44.68085,2014,160,Argentina,3,1983,12514,45,0,0,0,0,0,22,0.12,0.15
1976,52,Trinidad And Tobago,2014,32567,36,3,58.82353,2014,160,Argentina,3,1983,12514,45,1,1,0,0,0,9,2.0053,0.07
1993,591,Seychelles,2014,39729,44,7,71.15385,2014,160,Argentina,3,1983,12514,45,0,0,0,0,0,1,2.7215,0.1
2010,501,Kenya,2014,48818,57,7,59.375,2014,160,Argentina,3,1983,12514,45,0,0,0,0,0,12,3.6304,0.27
1996,369,Ukraine,2014,19299,46,1,71.69811,2014,160,Argentina,3,1983,12514,45,0,0,0,0,0,1,0.6785,0.13
2012,652,Syria,2014,8154,44,4,67.92453,2014,160,Argentina,3,1983,12514,45,0,0,0,0,0,1,0.436,0.29
2012,520,Somalia,2014,,45,7,69.81132,2014,160,Argentina,3,1983,12514,45,0,0,0,0,0,0,,0.29
1994,370,Belarus (Byelorussia),2014,13278,43,1,69.23077,2014,160,Argentina,3,1983,12514,45,0,0,0,0,0,2,0.0764,0.11
1953,390,Denmark,2014,6221,37,8,64,2014,160,Argentina,3,1983,12514,45,0,0,0,0,0,8,0.6293,0.3
2010,438,Guinea,2014,12707,45,7,63.63636,2014,160,Argentina,3,1983,12514,45,0,0,0,0,0,0,0.0193,0.27
1966,571,Botswana,2014,30713,30,7,47.05882,2014,160,Argentina,3,1983,12514,45,0,0,0,0,0,15,1.8199,0.17
1975,910,Papua New Guinea,2014,58490,32,5,57.14286,2014,160,Argentina,3,1983,12514,45,0,0,0,0,0,13,4.5976,0.08
1962,51,Jamaica,2014,38048,28,3,55.31915,2014,160,Argentina,3,1983,12514,45,1,1,0,0,0,17,2.5534,0.21
